Claim_ID,Customer_ID,Policy_Number,Age,Gender,Region,Policy_Type,Premium_Amount,Coverage_Amount,Claim_Amount,Claim_Type,Credit_Score
CLM025196,CUST002330,POL0556004,56,Female,South,Life,4709.07,27049.88,31209.31,Medical,616
CLM025201,CUST007439,POL0858237,46,Female,West,Health,4986.76,21062.01,11500.19,Medical,331
CLM025207,CUST016831,POL0292873,45,Male,East,Health,4188.92,38522.15,23695.49,Theft,331
CLM025209,CUST009234,POL0280704,65,Female,East,Life,2104.18,72687.29,36823.91,Theft,767
CLM025220,CUST009451,POL0581971,79,Female,South,Life,3353.56,26058.51,45997.95,Accident,750
CLM025226,CUST001957,POL0784955,61,Male,South,Health,4029.11,61332.68,5481.58,Theft,616
CLM025230,CUST016182,POL0883716,34,Female,South,Health,1625.53,45163.93,10876.55,Theft,830
CLM025236,CUST002106,POL0171858,28,Female,West,Health,3635.27,35964.29,16598.27,Theft,678
CLM025237,CUST012846,POL0612645,63,Male,East,Auto,1324.32,21188.03,43537.55,Theft,709
CLM025245,CUST018249,POL0897339,33,Male,North,Health,3795.15,64156.17,12596.61,Accident,435
CLM025249,CUST019856,POL0488115,76,Male,South,Life,1494.13,7892.97,40401.1,Property,490
CLM025250,CUST016840,POL0093458,55,Female,North,Health,4805.98,6437.91,24048.33,Medical,785
CLM025254,CUST002620,POL0480682,58,Male,West,Health,1090.39,45010.53,8315.84,Medical,434
CLM025255,CUST011367,POL0748983,60,Female,East,Auto,3652.67,78750.16,31205.43,Medical,539
CLM025256,CUST005196,POL0471658,35,Female,East,Health,256.29,14881.0,15135.63,Theft,376
CLM025264,CUST010540,POL0340605,63,Female,East,Auto,2718.2,9922.3,12028.93,Theft,501
CLM025265,CUST011432,POL0525814,70,Male,East,Auto,884.36,70534.58,49710.6,Medical,728
CLM025266,CUST018257,POL0780627,69,Male,East,Home,4862.5,31443.57,2125.46,Medical,655
CLM025267,CUST005124,POL0784825,49,Female,North,Auto,3347.89,71209.7,20277.62,Accident,482
CLM025270,CUST019506,POL0753469,31,Male,East,Life,4844.93,24710.0,49292.3,Property,519
CLM025280,CUST009363,POL0392235,36,Male,South,Health,3783.17,24146.22,19198.06,Medical,356
CLM025282,CUST013379,POL0456211,78,Female,West,Auto,4757.32,15933.95,28553.4,Property,800
CLM025286,CUST013110,POL0054417,22,Female,East,Home,1738.44,13560.79,2462.45,Medical,518
CLM025288,CUST011946,POL0718908,24,Female,West,Life,4179.26,52455.77,36175.16,Medical,538
CLM025289,CUST014627,POL0373260,54,Female,East,Auto,895.59,44471.89,11358.94,Medical,587
CLM025300,CUST008985,POL0307241,75,Female,South,Auto,1593.44,38639.75,12152.82,Theft,339
CLM025303,CUST013145,POL0629638,37,Female,North,Health,1868.8,49996.06,16696.55,Accident,478
CLM025306,CUST008304,POL0143501,19,Male,East,Health,3241.36,16831.13,38919.57,Accident,449
CLM025314,CUST011660,POL0380814,20,Male,South,Life,2539.39,9560.01,44612.2,Theft,835
CLM025315,CUST008907,POL0328903,70,Male,East,Life,3359.92,21840.24,30157.33,Medical,391
CLM025319,CUST011902,POL0470230,52,Female,East,Home,3352.96,69820.73,20962.17,Theft,380
CLM025330,CUST019342,POL0622420,47,Male,East,Health,3609.31,48102.6,16955.13,Theft,821
CLM025337,CUST018525,POL0889470,24,Female,North,Life,2598.21,63842.62,15188.55,Accident,459
CLM025339,CUST011759,POL0678646,38,Male,West,Auto,1488.26,20234.54,3064.06,Accident,685
CLM025349,CUST013673,POL0338705,40,Female,North,Health,3629.28,17179.65,43151.57,Property,685
CLM025352,CUST004645,POL0097198,64,Male,East,Life,2126.71,37059.32,13711.67,Medical,697
CLM025353,CUST008358,POL0222597,75,Female,South,Health,4504.09,38959.17,18651.35,Property,699
CLM025360,CUST006658,POL0719309,65,Male,East,Auto,1198.85,22793.7,27756.75,Property,597
CLM025365,CUST000655,POL0628499,62,Male,South,Life,1958.58,65262.21,41634.65,Medical,728
CLM025368,CUST008031,POL0205473,25,Male,West,Life,3364.58,87437.48,20547.23,Property,653
CLM025373,CUST014278,POL0705323,72,Male,South,Home,245.37,77335.97,42069.82,Theft,366
CLM025380,CUST012833,POL0507229,79,Male,South,Auto,284.82,10738.82,19901.11,Property,334
CLM025388,CUST017084,POL0752931,63,Female,South,Home,2110.94,82653.54,6340.23,Medical,732
CLM025393,CUST006159,POL0329413,34,Male,North,Home,4585.65,73421.21,2099.09,Theft,352
CLM025397,CUST015210,POL0357971,49,Female,South,Auto,4866.86,75108.97,40772.97,Accident,575
CLM025398,CUST003653,POL0161352,59,Male,North,Life,544.77,56786.17,31561.23,Property,832
CLM025399,CUST002188,POL0598009,44,Male,South,Auto,4711.05,82732.45,27699.33,Theft,488
CLM025410,CUST003255,POL0700817,53,Male,South,Life,1149.54,7733.07,40475.83,Accident,664
CLM025432,CUST019317,POL0180581,20,Female,West,Health,2863.01,80676.23,9794.99,Theft,687
CLM025433,CUST007683,POL0488389,57,Female,East,Home,2847.05,30290.56,16502.72,Theft,546
CLM025439,CUST010387,POL0027527,74,Male,West,Auto,2213.55,63693.05,21279.36,Accident,316
CLM025442,CUST015569,POL0450319,67,Female,West,Home,4331.4,15386.88,29191.42,Property,466
CLM025444,CUST005223,POL0440127,70,Female,North,Auto,1476.57,72987.97,10177.74,Medical,599
CLM025451,CUST018054,POL0816701,50,Female,South,Home,817.73,66665.63,28758.54,Theft,688
CLM025454,CUST014358,POL0352473,44,Female,South,Auto,4194.05,7561.27,8975.0,Theft,463
CLM025460,CUST016855,POL0374773,31,Male,West,Auto,4499.97,60415.43,30907.82,Medical,336
CLM025464,CUST016251,POL0275459,58,Male,East,Health,3427.4,41897.64,26245.42,Theft,695
CLM025465,CUST006581,POL0088720,34,Female,East,Life,2455.17,52523.27,27193.98,Medical,422
CLM025469,CUST011632,POL0029685,67,Male,East,Health,1290.01,81956.72,2312.12,Property,448
CLM025486,CUST008480,POL0852891,52,Female,South,Home,4905.79,34817.95,17439.83,Property,343
CLM025488,CUST008515,POL0124824,61,Female,South,Health,4877.0,88685.7,21818.77,Medical,734
CLM025490,CUST008446,POL0296274,50,Female,South,Auto,2077.86,85844.5,30145.47,Medical,806
CLM025495,CUST012872,POL0493093,47,Female,West,Auto,4790.21,5753.29,24164.89,Accident,797
CLM025503,CUST004410,POL0226024,75,Male,South,Home,945.41,13793.36,42100.24,Theft,734
CLM025506,CUST005298,POL0827698,62,Female,East,Auto,1993.37,48592.31,45150.58,Property,404
CLM025512,CUST001070,POL0671119,76,Female,North,Life,2265.47,88388.41,9421.12,Accident,419
CLM025523,CUST012755,POL0141928,74,Male,East,Home,604.45,21250.96,10397.48,Theft,779
CLM025526,CUST016257,POL0773471,50,Female,West,Home,379.31,53617.83,25305.48,Accident,772
CLM025528,CUST010126,POL0208675,52,Male,South,Life,3302.64,46988.04,27520.04,Property,419
CLM025531,CUST018455,POL0190659,21,Male,North,Auto,3014.28,59687.87,33889.69,Accident,558
CLM025538,CUST003139,POL0613044,66,Male,North,Health,1870.55,74176.6,1820.39,Accident,378
CLM025541,CUST004221,POL0205881,26,Female,South,Health,1999.27,88452.11,17871.98,Accident,409
CLM025544,CUST007900,POL0148915,79,Female,West,Auto,2795.45,79720.31,41361.64,Accident,817
CLM025550,CUST004351,POL0004338,39,Male,West,Health,4898.86,11618.47,24481.15,Medical,515
CLM025553,CUST012477,POL0624502,21,Female,East,Life,2415.31,54932.65,16226.74,Property,685
CLM025557,CUST012814,POL0042370,31,Female,East,Health,3310.18,96088.7,33140.35,Medical,572
CLM025558,CUST014961,POL0582913,25,Female,North,Home,4531.2,93263.59,1705.75,Property,667
CLM025561,CUST011627,POL0709096,45,Female,South,Life,3654.38,54570.86,22275.29,Accident,551
CLM025565,CUST015340,POL0836400,43,Male,South,Life,3130.69,14067.71,21669.93,Property,375
CLM025573,CUST005944,POL0195186,54,Male,South,Home,3247.53,60234.36,33245.14,Medical,413
CLM025575,CUST009760,POL0382242,38,Female,North,Auto,2368.51,46580.41,26351.67,Property,373
CLM025576,CUST006846,POL0731361,45,Male,South,Auto,3770.84,10001.41,31698.77,Property,843
CLM025581,CUST011309,POL0086546,78,Male,South,Auto,2079.54,55629.1,40655.22,Medical,770
CLM025589,CUST005695,POL0525158,78,Male,West,Auto,1240.09,6061.33,1989.27,Accident,777
CLM025594,CUST015045,POL0148478,27,Female,West,Auto,1004.68,57202.77,28591.79,Theft,713
CLM025600,CUST011712,POL0023404,73,Female,West,Health,949.83,80695.73,2791.86,Theft,653
CLM025602,CUST019155,POL0333190,61,Male,East,Health,1196.25,90935.15,28748.7,Accident,659
CLM025606,CUST019483,POL0731902,71,Female,South,Home,4170.85,63074.13,34654.13,Accident,766
CLM025609,CUST014323,POL0610680,68,Female,North,Auto,3453.1,72330.71,17789.14,Theft,663
CLM025618,CUST016997,POL0682092,52,Male,North,Life,1536.35,75613.88,21395.14,Theft,763
CLM025620,CUST008890,POL0059948,63,Female,South,Health,2749.71,36345.45,44684.76,Theft,633
CLM025632,CUST003546,POL0765115,77,Female,East,Health,4512.91,33419.44,7050.95,Accident,553
CLM025653,CUST006375,POL0549052,29,Male,South,Life,1973.71,11805.73,37714.21,Accident,315
CLM025655,CUST019902,POL0400436,52,Male,West,Home,1446.3,88721.83,36312.48,Property,523
CLM025660,CUST006186,POL0199686,77,Female,South,Health,377.39,53779.84,33353.84,Property,844
CLM025663,CUST014035,POL0653671,73,Male,South,Health,3308.01,5049.03,19424.65,Accident,529
CLM025669,CUST012129,POL0268239,72,Male,North,Home,3914.15,11182.9,39589.92,Medical,597
CLM025672,CUST007362,POL0377633,24,Female,West,Home,1259.13,30297.68,25819.18,Theft,321
CLM025676,CUST019483,POL0255079,30,Male,North,Health,3701.0,14242.05,14750.16,Accident,558
CLM025683,CUST014372,POL0319940,27,Male,South,Health,3159.33,24443.28,19699.18,Accident,659
CLM025685,CUST003443,POL0058703,68,Male,South,Health,3576.37,26518.51,25441.28,Theft,714
CLM025691,CUST015364,POL0532603,21,Female,East,Life,2613.89,89179.69,26664.23,Property,579
CLM025695,CUST019454,POL0418600,22,Female,West,Life,780.45,46888.7,3241.28,Property,559
CLM025696,CUST000161,POL0646771,65,Male,East,Home,2874.21,19261.3,29828.34,Accident,599
CLM025698,CUST007007,POL0826477,79,Female,West,Home,2439.36,50511.31,27261.57,Theft,845
CLM025710,CUST019409,POL0356683,48,Male,East,Health,4966.64,97128.19,12607.55,Accident,703
CLM025712,CUST015699,POL0399741,64,Male,South,Auto,2315.23,34504.18,39029.05,Medical,464
CLM025714,CUST002045,POL0320743,18,Male,East,Auto,209.02,19124.14,46625.64,Accident,421
CLM025719,CUST002565,POL0569204,18,Female,South,Health,4549.86,86972.2,34184.25,Medical,387
CLM025723,CUST000931,POL0338523,28,Female,South,Health,1762.87,99976.95,30393.95,Accident,735
CLM025741,CUST019428,POL0442977,62,Male,East,Health,2507.79,45461.33,12498.39,Accident,324
CLM025742,CUST005438,POL0195068,25,Male,East,Auto,863.53,34563.69,28310.43,Medical,500
CLM025753,CUST000638,POL0074641,65,Female,North,Home,4963.72,96754.28,10326.37,Property,362
CLM025755,CUST002084,POL0690604,67,Female,South,Health,2142.38,46596.67,33570.54,Property,823
CLM025761,CUST010514,POL0111580,39,Female,South,Life,4344.35,28884.12,3960.59,Medical,594
CLM025766,CUST008480,POL0858129,33,Female,North,Home,3287.67,67628.69,39007.71,Accident,300
CLM025769,CUST006540,POL0154613,32,Male,North,Home,471.15,39208.18,3237.98,Property,325
CLM025776,CUST018382,POL0585926,18,Female,East,Life,3782.21,60963.98,40134.24,Accident,705
CLM025787,CUST011595,POL0050605,59,Male,South,Life,2204.48,66127.41,47399.65,Theft,815
CLM025791,CUST019956,POL0612015,72,Male,West,Life,3329.55,18888.24,13411.33,Accident,775
CLM025795,CUST009371,POL0389117,68,Male,East,Health,3695.14,60322.26,34506.73,Property,404
CLM025814,CUST009052,POL0192621,73,Male,East,Home,2323.78,85371.84,32994.62,Property,691
CLM025816,CUST018125,POL0612791,76,Female,East,Home,4648.14,93076.59,31062.77,Theft,392
CLM025845,CUST001853,POL0417902,68,Female,West,Health,4867.42,91844.59,49861.43,Medical,392
CLM025855,CUST018186,POL0782911,35,Female,West,Auto,4660.11,29978.23,46158.92,Medical,458
CLM025859,CUST005697,POL0296804,47,Female,South,Auto,1279.25,46711.16,42451.85,Theft,530
CLM025864,CUST001061,POL0178440,23,Male,West,Home,563.23,96331.07,49723.84,Medical,317
CLM025866,CUST008669,POL0848331,74,Male,East,Home,2327.45,47883.24,44597.13,Property,716
CLM025873,CUST006140,POL0325467,53,Female,West,Health,3127.15,65341.35,40416.0,Property,819
CLM025877,CUST003085,POL0604455,47,Male,North,Home,4278.11,19728.55,678.85,Medical,619
CLM025879,CUST014519,POL0389561,25,Male,East,Health,3760.73,32783.32,48735.31,Theft,691
CLM025890,CUST019592,POL0390567,19,Female,South,Life,3366.64,7438.43,7827.28,Medical,346
CLM025891,CUST007543,POL0008819,76,Female,South,Auto,1048.88,50331.3,35141.12,Accident,450
CLM025893,CUST001073,POL0823314,58,Female,South,Life,4667.55,70280.69,45278.03,Accident,766
CLM025895,CUST001436,POL0844085,19,Male,North,Health,4676.8,12014.46,6715.26,Medical,699
CLM025907,CUST017362,POL0111286,68,Female,West,Health,2681.45,24065.74,26460.14,Accident,467
CLM025909,CUST000094,POL0484961,34,Male,East,Health,1912.61,75567.57,28311.85,Medical,340
CLM025914,CUST009223,POL0479456,19,Female,East,Health,1274.45,15599.92,39128.42,Theft,725
CLM025918,CUST002882,POL0335962,30,Male,East,Life,2453.17,60720.12,32352.58,Accident,347
CLM025927,CUST018804,POL0028981,50,Male,East,Auto,2016.04,70232.24,15022.95,Theft,416
CLM025929,CUST011015,POL0849270,55,Female,North,Life,4332.63,78791.85,45185.1,Medical,689
CLM025931,CUST012655,POL0224936,42,Male,South,Health,4435.08,13267.34,32918.54,Property,707
CLM025961,CUST012624,POL0496804,34,Male,East,Home,3774.11,51453.51,26661.94,Medical,627
CLM025974,CUST013215,POL0440074,19,Female,North,Home,1729.23,96469.27,20090.61,Medical,323
CLM025975,CUST012770,POL0699423,76,Male,North,Health,1189.89,89669.25,32484.59,Accident,391
CLM025987,CUST002674,POL0629448,58,Male,South,Health,3188.93,68041.4,37298.56,Accident,621
CLM025998,CUST018100,POL0689291,21,Female,South,Home,2768.4,6223.21,29602.45,Property,300
CLM026000,CUST004410,POL0025364,79,Female,East,Auto,3397.84,53206.14,49826.86,Medical,326
CLM026005,CUST013818,POL0474131,52,Female,West,Health,3231.54,52352.32,13359.36,Theft,761
CLM026006,CUST011622,POL0007988,43,Male,South,Health,1297.29,50047.94,19136.74,Theft,547
CLM026014,CUST012257,POL0123661,19,Female,South,Life,2812.56,7007.45,4699.4,Medical,746
CLM026017,CUST019883,POL0700549,37,Female,North,Home,2982.1,66229.72,5703.92,Accident,320
CLM026022,CUST013548,POL0358546,67,Male,West,Health,1980.72,57388.45,2205.88,Medical,601
CLM026028,CUST002355,POL0561436,43,Female,East,Life,265.1,94561.41,25257.83,Property,825
CLM026034,CUST006206,POL0325643,50,Female,South,Life,502.19,86243.61,6404.6,Accident,425
CLM026055,CUST016784,POL0076535,18,Female,West,Life,2910.13,77972.12,1840.24,Theft,780
CLM026061,CUST011015,POL0169269,27,Male,South,Auto,4743.82,38597.52,40322.35,Theft,593
CLM026070,CUST017747,POL0634318,76,Female,West,Auto,1127.86,79681.02,23647.78,Accident,656
CLM026071,CUST006637,POL0571450,46,Male,East,Auto,4038.54,21344.67,11606.4,Property,596
CLM026072,CUST000386,POL0517981,67,Female,East,Home,2356.79,71034.89,6972.14,Medical,358
CLM026073,CUST015967,POL0141408,42,Female,North,Life,4596.88,14389.59,23667.58,Accident,810
CLM026075,CUST011775,POL0364072,74,Female,East,Auto,1919.8,88527.7,7864.69,Medical,758
CLM026080,CUST009488,POL0395401,29,Male,North,Life,645.18,51372.35,20213.47,Property,791
CLM026084,CUST017027,POL0082635,39,Female,East,Life,1756.44,72775.53,31277.64,Property,621
CLM026089,CUST007046,POL0406315,33,Male,West,Life,3729.62,93017.76,37328.06,Medical,366
CLM026092,CUST000224,POL0711498,38,Male,East,Home,4964.11,56420.8,46388.87,Accident,686
CLM026097,CUST004157,POL0722433,37,Female,South,Auto,3635.41,17403.07,30540.72,Theft,376
CLM026106,CUST016498,POL0112452,18,Female,East,Auto,1124.82,26892.51,49321.31,Property,356
CLM026110,CUST012581,POL0399377,19,Male,South,Home,1042.98,61519.72,34893.17,Property,487
CLM026118,CUST003276,POL0160134,35,Female,South,Home,861.74,43693.11,35351.88,Property,418
CLM026123,CUST019832,POL0085892,20,Female,North,Auto,3284.78,76294.22,22875.28,Accident,636
CLM026124,CUST008107,POL0436003,43,Female,North,Life,3186.57,47344.84,35819.09,Property,830
CLM026125,CUST019105,POL0390697,51,Female,West,Health,659.86,56249.87,25151.27,Theft,708
CLM026131,CUST008211,POL0456324,36,Female,East,Health,916.42,93000.79,21405.85,Property,797
CLM026132,CUST012816,POL0035706,35,Female,East,Auto,797.96,18884.21,2635.38,Property,722
CLM026133,CUST005281,POL0702325,20,Male,West,Health,2992.28,7260.96,30580.37,Medical,823
CLM026134,CUST017338,POL0690724,62,Female,East,Home,2292.12,86222.36,43659.46,Theft,316
CLM026141,CUST005331,POL0289700,30,Male,East,Home,1094.3,60598.59,33369.39,Theft,371
CLM026153,CUST018900,POL0109923,63,Male,South,Home,3216.52,75704.16,38033.84,Property,453
CLM026154,CUST007980,POL0529460,79,Female,West,Life,730.3,72207.89,1650.69,Theft,633
CLM026155,CUST004051,POL0236538,61,Male,West,Home,3742.89,62591.3,14833.16,Medical,527
CLM026160,CUST004157,POL0210838,41,Male,East,Life,2604.61,57846.49,4833.2,Theft,647
CLM026161,CUST014710,POL0039494,79,Male,West,Life,3897.08,94502.4,36374.8,Theft,574
CLM026180,CUST000081,POL0741652,35,Female,West,Life,1565.98,19678.1,3579.13,Medical,717
CLM026181,CUST017323,POL0215986,58,Male,South,Home,4899.63,18590.86,19625.81,Theft,499
CLM026192,CUST012683,POL0782127,62,Male,West,Life,4800.6,5877.52,27334.97,Property,792
CLM026196,CUST019373,POL0009669,22,Male,North,Home,4731.35,58275.97,45744.52,Medical,605
CLM026202,CUST002828,POL0835214,36,Male,North,Auto,3370.08,19160.4,17242.53,Accident,610
CLM026203,CUST009701,POL0556327,51,Male,West,Life,3168.55,24428.34,45362.59,Medical,673
CLM026204,CUST012343,POL0612525,19,Female,West,Life,3104.06,23679.68,35726.47,Theft,655
CLM026205,CUST009010,POL0394943,50,Male,East,Home,4132.38,54738.01,43990.02,Property,351
CLM026229,CUST012093,POL0273861,30,Male,East,Life,845.99,35279.72,35428.61,Medical,520
CLM026232,CUST018843,POL0414347,29,Male,North,Health,3286.38,33351.3,31924.98,Theft,509
CLM026239,CUST002553,POL0210700,65,Female,East,Home,3774.45,74648.94,41352.4,Theft,312
CLM026241,CUST018581,POL0022984,26,Female,West,Home,712.83,20698.44,31809.24,Theft,793
CLM026244,CUST008839,POL0528610,58,Male,South,Health,931.78,16199.69,39271.1,Theft,727
CLM026251,CUST004792,POL0298516,38,Female,South,Health,1618.88,38169.38,16124.7,Accident,524
CLM026252,CUST009901,POL0675666,44,Male,North,Health,2909.98,50823.13,36270.61,Theft,365
CLM026253,CUST000677,POL0813697,68,Male,East,Health,2837.74,12540.65,37746.45,Accident,617
CLM026258,CUST000009,POL0099570,63,Female,West,Home,673.31,25911.39,43574.05,Property,556
CLM026261,CUST003211,POL0163098,21,Male,North,Auto,220.93,54103.42,47848.39,Accident,739
CLM026274,CUST017825,POL0352909,75,Female,West,Health,2244.82,43857.29,36770.5,Medical,611
CLM026277,CUST012838,POL0487390,60,Female,North,Health,861.03,87523.66,38494.37,Property,316
CLM026280,CUST017445,POL0294910,20,Male,South,Auto,4290.58,52556.44,26038.59,Accident,644
CLM026283,CUST014368,POL0314102,31,Male,North,Home,4888.35,27820.21,969.66,Theft,357
CLM026285,CUST002113,POL0674654,76,Female,South,Auto,4594.13,13475.2,44866.04,Property,637
CLM026286,CUST010235,POL0754444,38,Male,North,Life,4250.74,34475.85,15436.07,Theft,816
CLM026287,CUST018810,POL0786609,55,Female,East,Life,2916.83,24815.77,2765.23,Accident,751
CLM026293,CUST010572,POL0081076,75,Female,North,Health,3925.14,55561.23,43198.87,Theft,415
CLM026298,CUST013528,POL0745468,33,Female,East,Health,2494.65,14048.66,35426.47,Accident,722
CLM026299,CUST014531,POL0883750,54,Female,West,Life,1701.53,84956.8,28183.68,Property,613
CLM026306,CUST008004,POL0887769,79,Male,South,Health,3280.27,23183.81,41547.3,Property,450
CLM026312,CUST007066,POL0116611,60,Male,North,Health,3217.56,58878.89,11957.5,Property,344
CLM026317,CUST002527,POL0739159,74,Male,North,Health,3799.72,17634.89,15588.05,Theft,406
CLM026320,CUST012766,POL0456834,44,Male,South,Life,4057.95,8887.8,37654.08,Property,780
CLM026324,CUST002688,POL0213390,63,Male,South,Health,3512.28,80802.44,31675.24,Medical,585
CLM026331,CUST007138,POL0126103,73,Female,South,Life,1843.74,8022.12,27407.4,Accident,679
CLM026336,CUST002691,POL0194506,73,Male,West,Home,4338.66,85772.49,15281.17,Medical,631
CLM026339,CUST019729,POL0474287,72,Female,North,Life,2703.1,53246.07,38824.27,Medical,383
CLM026341,CUST016809,POL0643853,45,Male,West,Health,3928.17,33539.96,2789.89,Accident,652
CLM026342,CUST009810,POL0101246,66,Male,North,Life,2289.61,56310.52,35105.19,Theft,432
CLM026345,CUST014500,POL0433349,30,Male,North,Life,4326.77,5752.49,1011.94,Theft,822
CLM026350,CUST003708,POL0073327,64,Female,East,Auto,1806.96,42199.99,21318.84,Medical,348
CLM026352,CUST002797,POL0331704,41,Female,West,Health,2576.7,68314.12,40157.04,Accident,807
CLM026354,CUST011694,POL0014345,50,Male,East,Health,602.69,87822.15,22860.57,Medical,645
CLM026362,CUST006735,POL0042617,19,Female,West,Auto,4365.2,95716.65,39519.9,Theft,773
CLM026365,CUST000503,POL0407992,41,Female,East,Auto,1258.69,39589.7,16732.49,Accident,322
CLM026380,CUST019539,POL0226380,23,Male,South,Auto,4487.25,38765.09,7457.85,Medical,318
CLM026387,CUST003428,POL0827829,74,Female,West,Auto,1338.57,54082.09,41266.19,Accident,309
CLM026392,CUST018194,POL0280458,62,Male,East,Home,3486.46,26492.07,34340.64,Property,730
CLM026399,CUST010756,POL0726675,49,Male,North,Home,1346.09,89959.77,13863.1,Property,317
CLM026401,CUST001982,POL0393516,70,Male,East,Home,2868.28,21170.63,4436.05,Theft,678
CLM026403,CUST016487,POL0156524,39,Female,West,Auto,780.19,36549.1,21441.35,Medical,634
CLM026411,CUST009457,POL0246049,35,Male,West,Home,2628.85,69959.55,11337.78,Property,801
CLM026429,CUST004722,POL0398062,77,Female,South,Life,2836.69,32608.71,2687.56,Property,356
CLM026436,CUST005971,POL0835451,18,Female,East,Life,2662.82,78783.86,29164.23,Accident,490
CLM026438,CUST014674,POL0519344,25,Female,South,Auto,4067.71,14330.44,24251.36,Medical,814
CLM026450,CUST010474,POL0070095,29,Female,East,Home,278.2,39153.32,42927.15,Theft,782
CLM026454,CUST003859,POL0748604,79,Male,South,Auto,1984.08,89690.41,8562.62,Theft,373
CLM026459,CUST003099,POL0263939,60,Female,North,Health,505.36,35768.11,38531.29,Medical,531
CLM026466,CUST013250,POL0763767,57,Male,West,Health,1174.54,70851.09,13399.15,Property,498
CLM026468,CUST002630,POL0489736,71,Male,South,Life,4204.46,10286.15,21684.65,Property,776
CLM026472,CUST002722,POL0499597,39,Male,North,Health,2269.37,56741.61,19542.75,Accident,628
CLM026473,CUST007348,POL0844322,20,Female,North,Life,1139.24,56166.59,7986.2,Medical,550
CLM026476,CUST014925,POL0857882,62,Female,West,Auto,3549.03,8881.28,47853.79,Theft,570
CLM026477,CUST002412,POL0667627,74,Male,North,Life,2478.47,90027.25,15842.73,Medical,423
CLM026478,CUST006633,POL0293369,77,Female,East,Auto,1922.62,88713.2,19391.12,Accident,780
CLM026494,CUST009193,POL0293412,49,Male,West,Life,3759.93,48090.84,32016.74,Theft,346
CLM026497,CUST008592,POL0456740,62,Female,West,Life,3517.88,79769.93,47769.31,Accident,617
CLM026501,CUST015021,POL0620489,44,Male,West,Life,460.15,17317.0,10340.56,Property,322
CLM026503,CUST000582,POL0429593,41,Male,North,Auto,1867.11,98059.6,37480.2,Medical,805
CLM026504,CUST012248,POL0758627,56,Male,East,Home,3936.25,44516.26,26355.37,Theft,577
CLM026517,CUST005484,POL0041205,68,Female,East,Auto,2527.55,23847.12,16055.75,Property,703
CLM026530,CUST016728,POL0612436,26,Female,West,Health,4225.51,43818.53,9063.59,Property,751
CLM026534,CUST001957,POL0575363,40,Female,West,Life,3656.89,8894.71,24147.1,Medical,433
CLM026540,CUST019888,POL0005495,68,Female,West,Life,1555.66,99324.74,36907.45,Medical,312
CLM026541,CUST013899,POL0218327,41,Female,West,Life,2558.29,84920.18,6168.57,Theft,302
CLM026543,CUST000700,POL0397433,64,Male,North,Health,1054.35,37851.09,8081.36,Theft,750
CLM026560,CUST000332,POL0745665,42,Male,East,Health,600.68,39065.68,732.24,Medical,586
CLM026571,CUST010221,POL0868650,31,Female,North,Life,372.74,47933.12,17621.76,Property,538
CLM026580,CUST010119,POL0617478,73,Male,West,Health,908.97,16768.65,46586.24,Theft,620
CLM026588,CUST019102,POL0858002,50,Female,North,Home,3930.32,18686.07,1217.52,Accident,682
CLM026590,CUST017139,POL0838054,36,Male,South,Auto,4036.76,11698.71,15933.92,Accident,515
CLM026595,CUST016017,POL0387352,20,Female,South,Life,2485.72,23503.4,30743.86,Property,348
CLM026596,CUST013999,POL0397723,67,Female,South,Home,4356.98,85148.09,24581.24,Medical,644
CLM026599,CUST011766,POL0852504,33,Female,South,Health,3771.09,98136.27,5782.98,Theft,325
CLM026601,CUST004215,POL0213318,52,Female,South,Health,4138.04,19536.55,24144.39,Medical,619
CLM026604,CUST015018,POL0591120,30,Male,East,Auto,3703.08,94233.85,25499.02,Theft,569
CLM026605,CUST018147,POL0416765,38,Male,North,Health,4194.5,52341.51,9393.05,Accident,543
CLM026607,CUST012814,POL0873223,67,Female,North,Life,3497.73,54319.22,1422.94,Accident,352
CLM026612,CUST014277,POL0784754,74,Female,East,Health,2610.58,11312.08,37456.31,Theft,734
CLM026620,CUST010346,POL0431822,31,Female,East,Life,4200.43,44619.92,38733.16,Property,756
CLM026625,CUST013054,POL0056955,41,Female,East,Life,3633.85,87038.63,25334.64,Medical,610
CLM026629,CUST001799,POL0169210,42,Male,East,Health,877.1,55990.63,18646.54,Accident,499
CLM026633,CUST003218,POL0401302,66,Female,South,Life,260.0,42138.56,38059.38,Theft,500
CLM026639,CUST018280,POL0508739,22,Male,North,Health,4503.22,60450.62,5200.14,Medical,452
CLM026647,CUST019317,POL0828122,34,Female,South,Auto,4966.24,83727.52,33250.22,Accident,626
CLM026653,CUST017898,POL0108725,30,Female,West,Life,939.07,72922.26,5710.22,Medical,763
CLM026664,CUST012455,POL0390917,56,Female,East,Auto,1683.34,81983.85,10039.44,Accident,848
CLM026673,CUST000669,POL0541484,21,Female,West,Health,2408.97,51741.31,13288.51,Accident,614
CLM026675,CUST000812,POL0740508,33,Female,North,Home,4950.47,66693.64,43989.25,Accident,498
CLM026692,CUST011817,POL0521331,35,Female,West,Health,2848.37,72758.69,46333.67,Property,340
CLM026699,CUST015382,POL0016188,78,Female,South,Auto,747.5,16600.93,39599.27,Accident,818
CLM026712,CUST016316,POL0396459,75,Male,East,Health,439.81,82833.56,21688.24,Medical,538
CLM026715,CUST005857,POL0010868,65,Male,South,Auto,2465.49,61102.12,9307.62,Theft,434
